 54.5371745992,-2.8917475417,388.99,2016-06-05 05:05:07
 54.5370870922,-2.8919969872,393.80,2016-06-05 05:05:37
 54.5369840786,-2.8922989033,399.57,2016-06-05 05:06:07
 54.5367721841,-2.8930416238,404.37,2016-06-05 05:06:37
 54.5366283506,-2.8937308677,412.54,2016-06-05 05:07:07
 54.5364400093,-2.8941997513,418.79,2016-06-05 05:07:37
 54.5363203995,-2.8945067804,425.04,2016-06-05 05:08:07
 54.5361893065,-2.8949321620,431.29,2016-06-05 05:08:37
 54.5360137057,-2.8952018917,437.54,2016-06-05 05:09:07
 54.5358125400,-2.8955137823,443.31,2016-06-05 05:09:37
 54.5354886632,-2.8958715219,451.00,2016-06-05 05:10:07
 54.5352756791,-2.8963513020,456.76,2016-06-05 05:10:37
 54.5353931934,-2.8968924377,463.01,2016-06-05 05:11:07
 54.5352272317,-2.8974225093,468.30,2016-06-05 05:11:37
 54.5350089669,-2.8980276827,474.07,2016-06-05 05:12:07
 54.5348124113,-2.8985134140,480.32,2016-06-05 05:12:37
 54.5346448570,-2.8989445791,486.08,2016-06-05 05:13:07
 54.5344793145,-2.8993492573,492.81,2016-06-05 05:13:37
 54.5344348066,-2.8996951785,499.54,2016-06-05 05:14:07
 54.5345315337,-2.9002985079,503.39,2016-06-05 05:14:37
 54.5340596326,-2.9017301369,500.50,2016-06-05 05:15:07
 54.5330265630,-2.9033645242,495.70,2016-06-05 05:15:37
 54.5322935656,-2.9048213828,477.43,2016-06-05 05:16:07
 54.5316881407,-2.9068000987,466.86,2016-06-05 05:16:37
 54.5310579892,-2.9088545032,442.34,2016-06-05 05:17:07
 54.5311687142,-2.9088587780,445.71,2016-06-05 05:17:37
 54.5314209256,-2.9103093501,438.50,2016-06-05 05:18:07
 54.5315643400,-2.9117931984,425.04,2016-06-05 05:18:37
 54.5323013607,-2.9138299171,401.49,2016-06-05 05:19:07
 54.5324824098,-2.9161869083,380.82,2016-06-05 05:19:37
 54.5321844332,-2.9182296619,352.46,2016-06-05 05:20:07
 54.5314885676,-2.9195777234,319.78,2016-06-05 05:20:37
 54.5295672677,-2.9205760919,268.35,2016-06-05 05:21:07
 54.5279341377,-2.9209458176,234.70,2016-06-05 05:21:37
 54.5257172082,-2.9205117188,219.80,2016-06-05 05:22:07
 54.5234862808,-2.9205288179,185.19,2016-06-05 05:22:37
 54.5220466889,-2.9198974930,181.35,2016-06-05 05:23:07
 54.5208997931,-2.9186410457,178.94,2016-06-05 05:23:37
 54.5191569440,-2.9181174282,169.81,2016-06-05 05:24:07
 54.5183175802,-2.9182643630,166.45,2016-06-05 05:24:37
 54.5171470474,-2.9192352388,160.68,2016-06-05 05:25:07
 54.5158087090,-2.9199995007,163.08,2016-06-05 05:25:37
 54.5151360612,-2.9199813958,165.48,2016-06-05 05:26:07
 54.5136261452,-2.9196301103,167.89,2016-06-05 05:26:37
 54.5117921848,-2.9193598777,166.93,2016-06-05 05:27:07
 54.5104985218,-2.9182605911,169.81,2016-06-05 05:27:37
 54.5100831147,-2.9157726746,175.10,2016-06-05 05:28:07
 54.5098055061,-2.9143865593,183.27,2016-06-05 05:28:37
 54.5090827346,-2.9129564390,185.19,2016-06-05 05:29:07
 54.5087397471,-2.9116429947,187.59,2016-06-05 05:29:37
 54.5084250905,-2.9105471447,192.40,2016-06-05 05:30:07
 54.5082729589,-2.9095669650,196.73,2016-06-05 05:30:37
 54.5081427041,-2.9087179620,205.86,2016-06-05 05:31:07
 54.5078797638,-2.9074377101,212.11,2016-06-05 05:31:37
 54.5077205077,-2.9060868826,217.88,2016-06-05 05:32:07
 54.5077386964,-2.9051357042,225.09,2016-06-05 05:32:37
 54.5079468191,-2.9032636900,227.49,2016-06-05 05:33:07
 54.5078269579,-2.9023922235,234.70,2016-06-05 05:33:37
 54.5078455657,-2.9018281214,242.39,2016-06-05 05:34:07
 54.5078291371,-2.9013750795,249.60,2016-06-05 05:34:37
 54.5078100264,-2.9008744285,257.77,2016-06-05 05:35:07
 54.5078660175,-2.9002936464,264.50,2016-06-05 05:35:37
 54.5079336595,-2.8998080827,271.71,2016-06-05 05:36:07
 54.5079712104,-2.8993454017,279.40,2016-06-05 05:36:37
 54.5079957694,-2.8988772724,287.09,2016-06-05 05:37:07
 54.5079789218,-2.8986632824,290.94,2016-06-05 05:37:37
 54.5080560353,-2.8982417565,296.70,2016-06-05 05:38:07
 54.5081131160,-2.8977654967,303.91,2016-06-05 05:38:37
 54.5081674308,-2.8972819448,311.12,2016-06-05 05:39:07
 54.5081621502,-2.8967837244,318.33,2016-06-05 05:39:37
 54.5081165526,-2.8962901980,325.54,2016-06-05 05:40:07
 54.5082701929,-2.8956383374,331.31,2016-06-05 05:40:37
 54.5083086658,-2.8950012289,338.52,2016-06-05 05:41:07
 54.5082378387,-2.8936534189,342.37,2016-06-05 05:41:37
 54.5081456378,-2.8926313296,348.62,2016-06-05 05:42:07
 54.5081450511,-2.8919203766,354.86,2016-06-05 05:42:37
 54.5081370044,-2.8913437854,361.11,2016-06-05 05:43:07
 54.5081598870,-2.8907495085,367.84,2016-06-05 05:43:37
 54.5080591366,-2.8903021663,371.69,2016-06-05 05:44:07
 54.5079317316,-2.8898023535,378.90,2016-06-05 05:44:37
 54.5077148918,-2.8892264329,384.66,2016-06-05 05:45:07
 54.5075505227,-2.8889008798,391.87,2016-06-05 05:45:37
 54.5073834714,-2.8886754904,396.20,2016-06-05 05:46:07
 54.5071042702,-2.8881585784,402.45,2016-06-05 05:46:37
 54.5069918688,-2.8874850087,408.70,2016-06-05 05:47:07
 54.5069253165,-2.8871060628,408.70,2016-06-05 05:47:37
 54.5069870912,-2.8867555317,412.06,2016-06-05 05:48:07
 54.5068531483,-2.8863395378,417.35,2016-06-05 05:48:37
 54.5066083968,-2.8859242983,424.08,2016-06-05 05:49:07
 54.5064558461,-2.8855000064,430.33,2016-06-05 05:49:37
 54.5064125117,-2.8850253392,435.13,2016-06-05 05:50:07
 54.5064928941,-2.8845962696,440.90,2016-06-05 05:50:37
 54.5066687465,-2.8843791783,448.11,2016-06-05 05:51:07
 54.5069204550,-2.8841778450,455.32,2016-06-05 05:51:37
